Compound ID, Name, Frequency, Title, Abstract
D029681, Arabidopsis Proteins, 1, Characterization of HemY-type protoporphyrinogen IX oxidase genes from cyanobacteria and their functioning in transgenic Arabidopsis., We investigated the functions of two cyanobacterial HemY protoporphyrinogen IX oxidase (PPO) genes with in vitro and in vivo assays and evaluated their applicability as resistance traits to PPO-inhibiting herbicides. We isolated HemY-type protoporphyrinogen IX oxidase (PPO) genes from cyanobacteria* OnPPO gene from Oscillatoria nigro-viridis PCC7112 and HaPPO gene from Halothece sp. PCC7418. The alignment of amino acid sequences as well as phylogenetic analyses conducted showed that OnPPO and HaPPO are classified as HemY-type PPO and are more closely related to plastidic PPOs than to mitochondrial PPOs. The PPO-deficient Escherichia coli BT3 strain* which requires heme supplementation* could obtain normal growth in the absence of heme supplementation when complemented with OnPPO and HaPPO. The enzyme assays of OnPPO* HaPPO* and Arabidopsis thaliana PPO1 (AtPPO1) proteins each revealed different kinetic properties in terms of catalytic efficiency* substrate affinity* and the degree of inhibition by PPO inhibitors. In particular* the catalytic efficiencies (k
D011744, Pyrimidinones, 1, Characterization of HemY-type protoporphyrinogen IX oxidase genes from cyanobacteria and their functioning in transgenic Arabidopsis., We investigated the functions of two cyanobacterial HemY protoporphyrinogen IX oxidase (PPO) genes with in vitro and in vivo assays and evaluated their applicability as resistance traits to PPO-inhibiting herbicides. We isolated HemY-type protoporphyrinogen IX oxidase (PPO) genes from cyanobacteria* OnPPO gene from Oscillatoria nigro-viridis PCC7112 and HaPPO gene from Halothece sp. PCC7418. The alignment of amino acid sequences as well as phylogenetic analyses conducted showed that OnPPO and HaPPO are classified as HemY-type PPO and are more closely related to plastidic PPOs than to mitochondrial PPOs. The PPO-deficient Escherichia coli BT3 strain* which requires heme supplementation* could obtain normal growth in the absence of heme supplementation when complemented with OnPPO and HaPPO. The enzyme assays of OnPPO* HaPPO* and Arabidopsis thaliana PPO1 (AtPPO1) proteins each revealed different kinetic properties in terms of catalytic efficiency* substrate affinity* and the degree of inhibition by PPO inhibitors. In particular* the catalytic efficiencies (k
D013449, Sulfonamides, 1, Characterization of HemY-type protoporphyrinogen IX oxidase genes from cyanobacteria and their functioning in transgenic Arabidopsis., We investigated the functions of two cyanobacterial HemY protoporphyrinogen IX oxidase (PPO) genes with in vitro and in vivo assays and evaluated their applicability as resistance traits to PPO-inhibiting herbicides. We isolated HemY-type protoporphyrinogen IX oxidase (PPO) genes from cyanobacteria* OnPPO gene from Oscillatoria nigro-viridis PCC7112 and HaPPO gene from Halothece sp. PCC7418. The alignment of amino acid sequences as well as phylogenetic analyses conducted showed that OnPPO and HaPPO are classified as HemY-type PPO and are more closely related to plastidic PPOs than to mitochondrial PPOs. The PPO-deficient Escherichia coli BT3 strain* which requires heme supplementation* could obtain normal growth in the absence of heme supplementation when complemented with OnPPO and HaPPO. The enzyme assays of OnPPO* HaPPO* and Arabidopsis thaliana PPO1 (AtPPO1) proteins each revealed different kinetic properties in terms of catalytic efficiency* substrate affinity* and the degree of inhibition by PPO inhibitors. In particular* the catalytic efficiencies (k
C552482, N'-(2-chloro-4-fluoro-5-(3-methyl-2*6-dioxo-4(trifluoromethyl)-3*6-dihydro-1(2H)-pyrimidinyl)benzoyl)-N-isopropyl-N-methylsulfamide, 1, Characterization of HemY-type protoporphyrinogen IX oxidase genes from cyanobacteria and their functioning in transgenic Arabidopsis., We investigated the functions of two cyanobacterial HemY protoporphyrinogen IX oxidase (PPO) genes with in vitro and in vivo assays and evaluated their applicability as resistance traits to PPO-inhibiting herbicides. We isolated HemY-type protoporphyrinogen IX oxidase (PPO) genes from cyanobacteria* OnPPO gene from Oscillatoria nigro-viridis PCC7112 and HaPPO gene from Halothece sp. PCC7418. The alignment of amino acid sequences as well as phylogenetic analyses conducted showed that OnPPO and HaPPO are classified as HemY-type PPO and are more closely related to plastidic PPOs than to mitochondrial PPOs. The PPO-deficient Escherichia coli BT3 strain* which requires heme supplementation* could obtain normal growth in the absence of heme supplementation when complemented with OnPPO and HaPPO. The enzyme assays of OnPPO* HaPPO* and Arabidopsis thaliana PPO1 (AtPPO1) proteins each revealed different kinetic properties in terms of catalytic efficiency* substrate affinity* and the degree of inhibition by PPO inhibitors. In particular* the catalytic efficiencies (k
D050768, Protoporphyrinogen Oxidase, 1, Characterization of HemY-type protoporphyrinogen IX oxidase genes from cyanobacteria and their functioning in transgenic Arabidopsis., We investigated the functions of two cyanobacterial HemY protoporphyrinogen IX oxidase (PPO) genes with in vitro and in vivo assays and evaluated their applicability as resistance traits to PPO-inhibiting herbicides. We isolated HemY-type protoporphyrinogen IX oxidase (PPO) genes from cyanobacteria* OnPPO gene from Oscillatoria nigro-viridis PCC7112 and HaPPO gene from Halothece sp. PCC7418. The alignment of amino acid sequences as well as phylogenetic analyses conducted showed that OnPPO and HaPPO are classified as HemY-type PPO and are more closely related to plastidic PPOs than to mitochondrial PPOs. The PPO-deficient Escherichia coli BT3 strain* which requires heme supplementation* could obtain normal growth in the absence of heme supplementation when complemented with OnPPO and HaPPO. The enzyme assays of OnPPO* HaPPO* and Arabidopsis thaliana PPO1 (AtPPO1) proteins each revealed different kinetic properties in terms of catalytic efficiency* substrate affinity* and the degree of inhibition by PPO inhibitors. In particular* the catalytic efficiencies (k
D000078308, Tiagabine, 1, Characterization of HemY-type protoporphyrinogen IX oxidase genes from cyanobacteria and their functioning in transgenic Arabidopsis., We investigated the functions of two cyanobacterial HemY protoporphyrinogen IX oxidase (PPO) genes with in vitro and in vivo assays and evaluated their applicability as resistance traits to PPO-inhibiting herbicides. We isolated HemY-type protoporphyrinogen IX oxidase (PPO) genes from cyanobacteria* OnPPO gene from Oscillatoria nigro-viridis PCC7112 and HaPPO gene from Halothece sp. PCC7418. The alignment of amino acid sequences as well as phylogenetic analyses conducted showed that OnPPO and HaPPO are classified as HemY-type PPO and are more closely related to plastidic PPOs than to mitochondrial PPOs. The PPO-deficient Escherichia coli BT3 strain* which requires heme supplementation* could obtain normal growth in the absence of heme supplementation when complemented with OnPPO and HaPPO. The enzyme assays of OnPPO* HaPPO* and Arabidopsis thaliana PPO1 (AtPPO1) proteins each revealed different kinetic properties in terms of catalytic efficiency* substrate affinity* and the degree of inhibition by PPO inhibitors. In particular* the catalytic efficiencies (k
D000998, Antiviral Agents, 1, Antiviral activity of five filamentous cyanobacteria against coxsackievirus B3 and rotavirus., Coxsackievirus B3 (CVB3) and rotavirus (RV) are pathogens of some chronic human diseases. The aim of this study was to determine in vitro antiviral activity of some cyanobacteria against RV and CVB3 infections. Five cyanobacteria were collected from Egypt* identified* and analyzed biochemically. Then* the inhibition of the cytopathic effect of RV and CVB3 viruses by cyanobacterial extracts was examined. Methanol extract of the cyanobacterial isolates showed high antiviral activity against CVB3 with Therapeutic index (TI) of 50.0* 30.0* 27.6* 16.6* and 20.0 for Leptolyngbya boryana* Arthrospira platensis* Nostoc punctiforme* Oscillatoria sp.* and Leptolyngbya sp.* respectively. The extracts reduced CVB3 titers comparing to 50% tissue culture infectious doses (TCID
D007477, Ions, 1, Contributions of Zn Ions to ZnO Nanoparticle Toxicity on Microcystis aeruginosa During Chronic Exposure., In this work* we assessed the toxic effects of ZnO nanoparticles (NPs; 1* 10* and 50 mg L
D015032, Zinc, 1, Contributions of Zn Ions to ZnO Nanoparticle Toxicity on Microcystis aeruginosa During Chronic Exposure., In this work* we assessed the toxic effects of ZnO nanoparticles (NPs; 1* 10* and 50 mg L
D015034, Zinc Oxide, 1, Contributions of Zn Ions to ZnO Nanoparticle Toxicity on Microcystis aeruginosa During Chronic Exposure., In this work* we assessed the toxic effects of ZnO nanoparticles (NPs; 1* 10* and 50 mg L
D004268, DNA-Binding Proteins, 1, Development of a New Biocontainment Strategy in Model Cyanobacterium Synechococcus Strains., Recent synthetic biology efforts have raised biosafety concerns for possible release of engineered cyanobacteria into natural environments. To address the issues* we developed a controllable metal ion induced biocontainment system for two model cyanobacteria. First* six ion-inducible promoters were respectively evaluated in both 
D007501, Iron, 1, Development of a New Biocontainment Strategy in Model Cyanobacterium Synechococcus Strains., Recent synthetic biology efforts have raised biosafety concerns for possible release of engineered cyanobacteria into natural environments. To address the issues* we developed a controllable metal ion induced biocontainment system for two model cyanobacteria. First* six ion-inducible promoters were respectively evaluated in both 
D003851, Deoxyribonucleases, 1, Development of a New Biocontainment Strategy in Model Cyanobacterium Synechococcus Strains., Recent synthetic biology efforts have raised biosafety concerns for possible release of engineered cyanobacteria into natural environments. To address the issues* we developed a controllable metal ion induced biocontainment system for two model cyanobacteria. First* six ion-inducible promoters were respectively evaluated in both 
C052989, nucA protein* Bacillus subtilis, 1, Development of a New Biocontainment Strategy in Model Cyanobacterium Synechococcus Strains., Recent synthetic biology efforts have raised biosafety concerns for possible release of engineered cyanobacteria into natural environments. To address the issues* we developed a controllable metal ion induced biocontainment system for two model cyanobacteria. First* six ion-inducible promoters were respectively evaluated in both 
D010450, Endopeptidases, 1, Development of a New Biocontainment Strategy in Model Cyanobacterium Synechococcus Strains., Recent synthetic biology efforts have raised biosafety concerns for possible release of engineered cyanobacteria into natural environments. To address the issues* we developed a controllable metal ion induced biocontainment system for two model cyanobacteria. First* six ion-inducible promoters were respectively evaluated in both 
C001143, endolysin, 1, Development of a New Biocontainment Strategy in Model Cyanobacterium Synechococcus Strains., Recent synthetic biology efforts have raised biosafety concerns for possible release of engineered cyanobacteria into natural environments. To address the issues* we developed a controllable metal ion induced biocontainment system for two model cyanobacteria. First* six ion-inducible promoters were respectively evaluated in both 
D000970, Antineoplastic Agents, 1, Fe<sub>3</sub>O<sub>4</sub>/Ag nanocomposite biosynthesised using Spirulina platensis extract and its enhanced anticancer efficiency., In this work* the authors investigated the apoptotic activities of Fe
D012834, Silver, 1, Fe<sub>3</sub>O<sub>4</sub>/Ag nanocomposite biosynthesised using Spirulina platensis extract and its enhanced anticancer efficiency., In this work* the authors investigated the apoptotic activities of Fe
D052203, Ferrosoferric Oxide, 1, Fe<sub>3</sub>O<sub>4</sub>/Ag nanocomposite biosynthesised using Spirulina platensis extract and its enhanced anticancer efficiency., In this work* the authors investigated the apoptotic activities of Fe
D001577, Benzophenones, 1, The toxicological effects of oxybenzone, an active ingredient in suncream personal care products, on prokaryotic alga Arthrospira sp. and eukaryotic alga Chlorella sp., Oxybenzone (OBZ; benzophenone-3* CAS# 131-57-7) is a known pollutant of aquatic and marine ecosystems* and is an ingredient in over 3000 personal care products* as well as many types of plastics. The aim of this study is to explore the different toxicities of OBZ on an eukaryotic (Chlorella sp.) and a prokaryotic algae (Arthrospira sp.). OBZ is a photo-toxicant* with all observed toxicities more sever in the light than in the dark. Cell growth and chlorophyll inhibition were positively correlated with increasing OBZ concentrations over time. Twenty days treatment with OBZ* as low as 22.8 ng L
D003358, Cosmetics, 1, The toxicological effects of oxybenzone, an active ingredient in suncream personal care products, on prokaryotic alga Arthrospira sp. and eukaryotic alga Chlorella sp., Oxybenzone (OBZ; benzophenone-3* CAS# 131-57-7) is a known pollutant of aquatic and marine ecosystems* and is an ingredient in over 3000 personal care products* as well as many types of plastics. The aim of this study is to explore the different toxicities of OBZ on an eukaryotic (Chlorella sp.) and a prokaryotic algae (Arthrospira sp.). OBZ is a photo-toxicant* with all observed toxicities more sever in the light than in the dark. Cell growth and chlorophyll inhibition were positively correlated with increasing OBZ concentrations over time. Twenty days treatment with OBZ* as low as 22.8 ng L
D013473, Sunscreening Agents, 1, The toxicological effects of oxybenzone, an active ingredient in suncream personal care products, on prokaryotic alga Arthrospira sp. and eukaryotic alga Chlorella sp., Oxybenzone (OBZ; benzophenone-3* CAS# 131-57-7) is a known pollutant of aquatic and marine ecosystems* and is an ingredient in over 3000 personal care products* as well as many types of plastics. The aim of this study is to explore the different toxicities of OBZ on an eukaryotic (Chlorella sp.) and a prokaryotic algae (Arthrospira sp.). OBZ is a photo-toxicant* with all observed toxicities more sever in the light than in the dark. Cell growth and chlorophyll inhibition were positively correlated with increasing OBZ concentrations over time. Twenty days treatment with OBZ* as low as 22.8 ng L
D000255, Adenosine Triphosphate, 1, The toxicological effects of oxybenzone, an active ingredient in suncream personal care products, on prokaryotic alga Arthrospira sp. and eukaryotic alga Chlorella sp., Oxybenzone (OBZ; benzophenone-3* CAS# 131-57-7) is a known pollutant of aquatic and marine ecosystems* and is an ingredient in over 3000 personal care products* as well as many types of plastics. The aim of this study is to explore the different toxicities of OBZ on an eukaryotic (Chlorella sp.) and a prokaryotic algae (Arthrospira sp.). OBZ is a photo-toxicant* with all observed toxicities more sever in the light than in the dark. Cell growth and chlorophyll inhibition were positively correlated with increasing OBZ concentrations over time. Twenty days treatment with OBZ* as low as 22.8 ng L
C005290, oxybenzone, 1, The toxicological effects of oxybenzone, an active ingredient in suncream personal care products, on prokaryotic alga Arthrospira sp. and eukaryotic alga Chlorella sp., Oxybenzone (OBZ; benzophenone-3* CAS# 131-57-7) is a known pollutant of aquatic and marine ecosystems* and is an ingredient in over 3000 personal care products* as well as many types of plastics. The aim of this study is to explore the different toxicities of OBZ on an eukaryotic (Chlorella sp.) and a prokaryotic algae (Arthrospira sp.). OBZ is a photo-toxicant* with all observed toxicities more sever in the light than in the dark. Cell growth and chlorophyll inhibition were positively correlated with increasing OBZ concentrations over time. Twenty days treatment with OBZ* as low as 22.8 ng L
D005659, Fungicides* Industrial, 1, The fungicide azoxystrobin promotes freshwater cyanobacterial dominance through altering competition., BACKGROUND: Sharp increases in food production worldwide are attributable to agricultural intensification aided by heavy use of agrochemicals. This massive use of pesticides and fertilizers in combination with global climate change has led to collateral damage in freshwater systems* notably an increase in the frequency of harmful cyanobacterial blooms (HCBs). The precise mechanisms and magnitude of effects that pesticides exert on HCBs formation and proliferation have received little research attention and are poorly constrained. RESULTS: We found that azoxystrobin (AZ)* a common strobilurin fungicide* can favor cyanobacterial growth through growth inhibition of eukaryotic competitors (Chlorophyta) and possibly by inhibiting cyanobacterial parasites (fungi) as well as pathogenic bacteria and viruses. Meta-transcriptomic analyses identified AZ-responsive genes and biochemical pathways in eukaryotic plankton and bacteria* potentially explaining the microbial effects of AZ. CONCLUSIONS: Our study provides novel mechanistic insights into the intertwined effects of a fungicide and eutrophication on microbial planktonic communities and cyanobacterial blooms in a eutrophic freshwater ecosystem. This knowledge may prove useful in mitigating cyanobacteria blooms resulting from agricultural intensification.
D000073739, Strobilurins, 1, The fungicide azoxystrobin promotes freshwater cyanobacterial dominance through altering competition., BACKGROUND: Sharp increases in food production worldwide are attributable to agricultural intensification aided by heavy use of agrochemicals. This massive use of pesticides and fertilizers in combination with global climate change has led to collateral damage in freshwater systems* notably an increase in the frequency of harmful cyanobacterial blooms (HCBs). The precise mechanisms and magnitude of effects that pesticides exert on HCBs formation and proliferation have received little research attention and are poorly constrained. RESULTS: We found that azoxystrobin (AZ)* a common strobilurin fungicide* can favor cyanobacterial growth through growth inhibition of eukaryotic competitors (Chlorophyta) and possibly by inhibiting cyanobacterial parasites (fungi) as well as pathogenic bacteria and viruses. Meta-transcriptomic analyses identified AZ-responsive genes and biochemical pathways in eukaryotic plankton and bacteria* potentially explaining the microbial effects of AZ. CONCLUSIONS: Our study provides novel mechanistic insights into the intertwined effects of a fungicide and eutrophication on microbial planktonic communities and cyanobacterial blooms in a eutrophic freshwater ecosystem. This knowledge may prove useful in mitigating cyanobacteria blooms resulting from agricultural intensification.
C087670, azoxystrobin, 1, The fungicide azoxystrobin promotes freshwater cyanobacterial dominance through altering competition., BACKGROUND: Sharp increases in food production worldwide are attributable to agricultural intensification aided by heavy use of agrochemicals. This massive use of pesticides and fertilizers in combination with global climate change has led to collateral damage in freshwater systems* notably an increase in the frequency of harmful cyanobacterial blooms (HCBs). The precise mechanisms and magnitude of effects that pesticides exert on HCBs formation and proliferation have received little research attention and are poorly constrained. RESULTS: We found that azoxystrobin (AZ)* a common strobilurin fungicide* can favor cyanobacterial growth through growth inhibition of eukaryotic competitors (Chlorophyta) and possibly by inhibiting cyanobacterial parasites (fungi) as well as pathogenic bacteria and viruses. Meta-transcriptomic analyses identified AZ-responsive genes and biochemical pathways in eukaryotic plankton and bacteria* potentially explaining the microbial effects of AZ. CONCLUSIONS: Our study provides novel mechanistic insights into the intertwined effects of a fungicide and eutrophication on microbial planktonic communities and cyanobacterial blooms in a eutrophic freshwater ecosystem. This knowledge may prove useful in mitigating cyanobacteria blooms resulting from agricultural intensification.
D008345, Manganese, 1, Physiological and thylakoid ultrastructural changes in cyanobacteria in response to toxic manganese concentrations., In this study* two cyanobacterial strains (morphologically identified as Microcystis novacekii BA005 and Nostoc paludosum BA033) were exposed to different Mn concentrations: 7.0* 10.5* 15.7* 23.6 and 35.4 mg L
D010860, Pigments* Biological, 1, Comparative physiological tolerance of unicellular and colonial Microcystis aeruginosa to extract from Acorus calamus rhizome., Microcystis blooms and their associated microcystins pose a significant health risk to humans. Microcystis normally occurs as colonies in eutrophic water bodies* and its physiological tolerance to algaecides is dissimilar to that of unicellular forms. However* the differences of physiological response to algaecides between unicellular and colonial Microcystis have been poorly explored. The current study investigated the effects of hexane extract of Acorus calamus rhizome (HEACR) on the physiological and photosynthetic mechanisms of unicellular and colonial M. aeruginosa in the laboratory. We analyzed the cell density* reactive oxygen species (ROS) level* malonaldehyde (MDA) content* photosynthetic pigments* capsular polysaccharide (CPS)* and photosystem (PS II) parameters of the two morphological forms of Microcystis. Our results show that HEACR suppresses the growth of both unicellular and colonial M. aeruginosa* increases the intracellular ROS level and cause lipid peroxidation* as well as exerting a detrimental effect on chlorophyll a (chl a) content and photosynthetic efficiency. Almost 100% inhibition was observed for unicellular and colonial M. aeruginosa after 3 d exposure to 50 and 100 mg L
D011134, Polysaccharides, 2, Comparative physiological tolerance of unicellular and colonial Microcystis aeruginosa to extract from Acorus calamus rhizome., Microcystis blooms and their associated microcystins pose a significant health risk to humans. Microcystis normally occurs as colonies in eutrophic water bodies* and its physiological tolerance to algaecides is dissimilar to that of unicellular forms. However* the differences of physiological response to algaecides between unicellular and colonial Microcystis have been poorly explored. The current study investigated the effects of hexane extract of Acorus calamus rhizome (HEACR) on the physiological and photosynthetic mechanisms of unicellular and colonial M. aeruginosa in the laboratory. We analyzed the cell density* reactive oxygen species (ROS) level* malonaldehyde (MDA) content* photosynthetic pigments* capsular polysaccharide (CPS)* and photosystem (PS II) parameters of the two morphological forms of Microcystis. Our results show that HEACR suppresses the growth of both unicellular and colonial M. aeruginosa* increases the intracellular ROS level and cause lipid peroxidation* as well as exerting a detrimental effect on chlorophyll a (chl a) content and photosynthetic efficiency. Almost 100% inhibition was observed for unicellular and colonial M. aeruginosa after 3 d exposure to 50 and 100 mg L
D009591, Nitrogenase, 1, Nitrogenase Inhibition Limited Oxygenation of Earth's Proterozoic Atmosphere., Cyanobacteria produced the oxygen that began to accumulate on Earth 2.5 billion years ago* at the dawn of the Proterozoic Eon. By 2.4 billion years ago* the Great Oxidation Event (GOE) marked the onset of an atmosphere containing oxygen. The oxygen content of the atmosphere then remained low for almost 2 billion years. Why? Nitrogenase* the sole nitrogen-fixing enzyme on Earth* controls the entry of molecular nitrogen into the biosphere. Nitrogenase is inhibited in air containing more than 2% oxygen: the concentration of oxygen in the Proterozoic atmosphere. We propose that oxygen inhibition of nitrogenase limited Proterozoic global primary production. Oxygen levels increased when upright terrestrial plants isolated nitrogen fixation in soil from photosynthetic oxygen production in shoots and leaves.
D002258, Carbonyl Cyanide m-Chlorophenyl Hydrazone, 1, Effects of the Photosystem II Inhibitors CCCP and DCMU on Hydrogen Production by the Unicellular Halotolerant Cyanobacterium Aphanothece halophytica., The unicellular halotolerant cyanobacterium 
D006859, Hydrogen, 1, Effects of the Photosystem II Inhibitors CCCP and DCMU on Hydrogen Production by the Unicellular Halotolerant Cyanobacterium Aphanothece halophytica., The unicellular halotolerant cyanobacterium 
D004237, Diuron, 1, Effects of the Photosystem II Inhibitors CCCP and DCMU on Hydrogen Production by the Unicellular Halotolerant Cyanobacterium Aphanothece halophytica., The unicellular halotolerant cyanobacterium 
D006864, Hydrogenase, 1, Effects of the Photosystem II Inhibitors CCCP and DCMU on Hydrogen Production by the Unicellular Halotolerant Cyanobacterium Aphanothece halophytica., The unicellular halotolerant cyanobacterium 
D002245, Carbon Dioxide, 2, Selection of Cyanobacterial (Synechococcus sp. Strain PCC 6301) RubisCO Variants with Improved Functional Properties That Confer Enhanced CO<sub>2</sub>-Dependent Growth of Rhodobacter capsulatus, a Photosynthetic Bacterium., Ribulose 1*5-bisphosphate carboxylase/oxygenase (RubisCO) is a ubiquitous enzyme that catalyzes the conversion of atmospheric CO
D012273, Ribulose-Bisphosphate Carboxylase, 1, Selection of Cyanobacterial (Synechococcus sp. Strain PCC 6301) RubisCO Variants with Improved Functional Properties That Confer Enhanced CO<sub>2</sub>-Dependent Growth of Rhodobacter capsulatus, a Photosynthetic Bacterium., Ribulose 1*5-bisphosphate carboxylase/oxygenase (RubisCO) is a ubiquitous enzyme that catalyzes the conversion of atmospheric CO
D053583, Interleukin-1beta, 1, Polysaccharides from Nostoc commune Vaucher activate macrophages via NF-κB and AKT/JNK1/2 pathways to suppress colorectal cancer growth in vivo., Colorectal carcinoma (CRC) is an aggressive malignancy with very limited therapeutic options. As a result* both morbidity and mortality of this malignancy are very high. It is well-established that Nostoc commune Vaucher is a type of healthy food and has been used as a traditional medicine against human cancers. However* the underlying mechanism(s) by which Nostoc commune Vaucher inhibits CRC was never described. Here we reported that polysaccharides from Nostoc commune Vaucher are a potent inhibitor of CRC growth by activating macrophages. Specifically* we purified polysaccharides from Nostoc commune and two fractions of these polysaccharides are able to inhibit the proliferation and growth of five human CRC cell lines with divergent genetic backgrounds. Through activating NF-κB and AKT/JNK1/2 signaling pathways* one fraction of polysaccharides significantly activated macrophages* which was reflected by the enlarged size of macrophages* enhanced phagocytosis and expression of TNF-α and IL-1β. In summary* this study demonstrated that the polysaccharides from Nostoc commune Vaucher are a potent activator of macrophages* which subsequently contributes to the inhibition of CRC.
D016328, NF-kappa B, 1, Polysaccharides from Nostoc commune Vaucher activate macrophages via NF-κB and AKT/JNK1/2 pathways to suppress colorectal cancer growth in vivo., Colorectal carcinoma (CRC) is an aggressive malignancy with very limited therapeutic options. As a result* both morbidity and mortality of this malignancy are very high. It is well-established that Nostoc commune Vaucher is a type of healthy food and has been used as a traditional medicine against human cancers. However* the underlying mechanism(s) by which Nostoc commune Vaucher inhibits CRC was never described. Here we reported that polysaccharides from Nostoc commune Vaucher are a potent inhibitor of CRC growth by activating macrophages. Specifically* we purified polysaccharides from Nostoc commune and two fractions of these polysaccharides are able to inhibit the proliferation and growth of five human CRC cell lines with divergent genetic backgrounds. Through activating NF-κB and AKT/JNK1/2 signaling pathways* one fraction of polysaccharides significantly activated macrophages* which was reflected by the enlarged size of macrophages* enhanced phagocytosis and expression of TNF-α and IL-1β. In summary* this study demonstrated that the polysaccharides from Nostoc commune Vaucher are a potent activator of macrophages* which subsequently contributes to the inhibition of CRC.
D010446, Peptide Fragments, 1, Polysaccharides from Nostoc commune Vaucher activate macrophages via NF-κB and AKT/JNK1/2 pathways to suppress colorectal cancer growth in vivo., Colorectal carcinoma (CRC) is an aggressive malignancy with very limited therapeutic options. As a result* both morbidity and mortality of this malignancy are very high. It is well-established that Nostoc commune Vaucher is a type of healthy food and has been used as a traditional medicine against human cancers. However* the underlying mechanism(s) by which Nostoc commune Vaucher inhibits CRC was never described. Here we reported that polysaccharides from Nostoc commune Vaucher are a potent inhibitor of CRC growth by activating macrophages. Specifically* we purified polysaccharides from Nostoc commune and two fractions of these polysaccharides are able to inhibit the proliferation and growth of five human CRC cell lines with divergent genetic backgrounds. Through activating NF-κB and AKT/JNK1/2 signaling pathways* one fraction of polysaccharides significantly activated macrophages* which was reflected by the enlarged size of macrophages* enhanced phagocytosis and expression of TNF-α and IL-1β. In summary* this study demonstrated that the polysaccharides from Nostoc commune Vaucher are a potent activator of macrophages* which subsequently contributes to the inhibition of CRC.
D014409, Tumor Necrosis Factor-alpha, 1, Polysaccharides from Nostoc commune Vaucher activate macrophages via NF-κB and AKT/JNK1/2 pathways to suppress colorectal cancer growth in vivo., Colorectal carcinoma (CRC) is an aggressive malignancy with very limited therapeutic options. As a result* both morbidity and mortality of this malignancy are very high. It is well-established that Nostoc commune Vaucher is a type of healthy food and has been used as a traditional medicine against human cancers. However* the underlying mechanism(s) by which Nostoc commune Vaucher inhibits CRC was never described. Here we reported that polysaccharides from Nostoc commune Vaucher are a potent inhibitor of CRC growth by activating macrophages. Specifically* we purified polysaccharides from Nostoc commune and two fractions of these polysaccharides are able to inhibit the proliferation and growth of five human CRC cell lines with divergent genetic backgrounds. Through activating NF-κB and AKT/JNK1/2 signaling pathways* one fraction of polysaccharides significantly activated macrophages* which was reflected by the enlarged size of macrophages* enhanced phagocytosis and expression of TNF-α and IL-1β. In summary* this study demonstrated that the polysaccharides from Nostoc commune Vaucher are a potent activator of macrophages* which subsequently contributes to the inhibition of CRC.
C052994, interleukin-1beta (163-171), 1, Polysaccharides from Nostoc commune Vaucher activate macrophages via NF-κB and AKT/JNK1/2 pathways to suppress colorectal cancer growth in vivo., Colorectal carcinoma (CRC) is an aggressive malignancy with very limited therapeutic options. As a result* both morbidity and mortality of this malignancy are very high. It is well-established that Nostoc commune Vaucher is a type of healthy food and has been used as a traditional medicine against human cancers. However* the underlying mechanism(s) by which Nostoc commune Vaucher inhibits CRC was never described. Here we reported that polysaccharides from Nostoc commune Vaucher are a potent inhibitor of CRC growth by activating macrophages. Specifically* we purified polysaccharides from Nostoc commune and two fractions of these polysaccharides are able to inhibit the proliferation and growth of five human CRC cell lines with divergent genetic backgrounds. Through activating NF-κB and AKT/JNK1/2 signaling pathways* one fraction of polysaccharides significantly activated macrophages* which was reflected by the enlarged size of macrophages* enhanced phagocytosis and expression of TNF-α and IL-1β. In summary* this study demonstrated that the polysaccharides from Nostoc commune Vaucher are a potent activator of macrophages* which subsequently contributes to the inhibition of CRC.
D051057, Proto-Oncogene Proteins c-akt, 1, Polysaccharides from Nostoc commune Vaucher activate macrophages via NF-κB and AKT/JNK1/2 pathways to suppress colorectal cancer growth in vivo., Colorectal carcinoma (CRC) is an aggressive malignancy with very limited therapeutic options. As a result* both morbidity and mortality of this malignancy are very high. It is well-established that Nostoc commune Vaucher is a type of healthy food and has been used as a traditional medicine against human cancers. However* the underlying mechanism(s) by which Nostoc commune Vaucher inhibits CRC was never described. Here we reported that polysaccharides from Nostoc commune Vaucher are a potent inhibitor of CRC growth by activating macrophages. Specifically* we purified polysaccharides from Nostoc commune and two fractions of these polysaccharides are able to inhibit the proliferation and growth of five human CRC cell lines with divergent genetic backgrounds. Through activating NF-κB and AKT/JNK1/2 signaling pathways* one fraction of polysaccharides significantly activated macrophages* which was reflected by the enlarged size of macrophages* enhanced phagocytosis and expression of TNF-α and IL-1β. In summary* this study demonstrated that the polysaccharides from Nostoc commune Vaucher are a potent activator of macrophages* which subsequently contributes to the inhibition of CRC.
C000706789, oscillatoxin I, 1, Oscillatoxin I: A New Aplysiatoxin Derivative, from a Marine Cyanobacterium., Cyanobacteria have been shown to produce a number of bioactive compounds* including toxins. Some bioactive compounds obtained from a marine cyanobacterium 
D010758, Phosphorus, 1, Mixotrophy in Synechocystis sp. for the treatment of wastewater with high nutrient content: effect of CO<sub>2</sub> and light., Synechocystis sp. has remarkable mixotrophic capabilities* as well as an efficient exploitation of nitrogen and phosphorus* that may be applied in wastewater treatment based on cyanobacteria. To better investigate the exploitation of algal mixotrophy in bioremediation* this species was used in axenic respirometric tests to ascertain the effect of high light and non limiting CO
